episode_id,seed,duration,detection_probability,false_alarm_rate,missed_detection_rate,track_rmse,track_continuity,id_switch_count,duplicate_assignment_count,unassigned_high_threat_count,failover_time,consensus_rounds,degraded_completion_rate,terminal_association_accuracy,terminal_id_switch_count,ambiguous_fov_event_count,friend_overlap_hold_count,time_to_terminal_lock,constraint_violation_count,human_override_count
synthetic_0030,30,60.0,0.7991803278688525,0.03333333333333333,0.20081967213114754,2.0044972508638015,0.7991803278688525,4,0,13,5.809802037186692,4.0,0.8333333333333334,1.0,0,0,0,2.2367871173032583,0,1
synthetic_0031,31,60.0,0.8469945355191257,0.03333333333333333,0.15300546448087432,3.760101878342964,0.8469945355191257,4,0,26,1.1391238545004363,3.0,0.8333333333333334,1.0,0,0,0,3.7751227630727158,1,0
synthetic_0032,32,60.0,0.9227166276346604,0.08333333333333333,0.07728337236533958,3.653827004962795,0.9227166276346604,7,0,26,4.361268484864656,2.0,1.0,0.5,0,2,0,0.9066274149742206,0,0
synthetic_0033,33,60.0,0.8875878220140515,0.06666666666666667,0.11241217798594848,2.2933090233282387,0.8875878220140515,3,0,26,4.841869815004571,3.0,0.8333333333333334,1.0,0,0,2,2.438796189179353,0,1
synthetic_0034,34,60.0,0.889344262295082,0.016666666666666666,0.11065573770491803,1.9765631709032276,0.889344262295082,6,0,13,7.246759485912513,7.0,1.0,1.0,0,0,0,3.0511235530002523,0,0
synthetic_0035,35,60.0,0.8073770491803278,0.03333333333333333,0.19262295081967212,1.262823050618644,0.8073770491803278,6,0,13,7.809501979613966,2.0,0.6666666666666666,1.0,0,2,0,1.822373474918919,0,0
synthetic_0036,36,60.0,0.8590163934426229,0.016666666666666666,0.14098360655737704,1.7867609945699385,0.8590163934426229,1,0,13,3.2657530562989336,7.0,0.8333333333333334,1.0,0,0,0,3.9969953372187987,1,0
synthetic_0037,37,60.0,0.9508196721311475,0.016666666666666666,0.04918032786885246,3.179140004480253,0.9508196721311475,3,0,13,3.504039372000598,5.0,0.5,1.0,1,2,0,1.9356108725664285,0,0
synthetic_0038,38,60.0,0.8770491803278688,0.03333333333333333,0.12295081967213115,1.6219022811367652,0.8770491803278688,3,0,13,6.23077479907769,8.0,0.6666666666666666,1.0,1,0,0,1.4142782002101058,0,0
synthetic_0039,39,60.0,0.7587822014051522,0.08333333333333333,0.24121779859484777,3.035486606750978,0.7587822014051522,5,0,26,1.7137402527682468,7.0,0.6666666666666666,1.0,0,0,2,2.737143812654267,0,0
synthetic_0040,40,60.0,0.9371584699453552,0.016666666666666666,0.06284153005464481,1.2309252418504673,0.9371584699453552,8,0,26,2.260187318301753,7.0,1.0,1.0,0,5,0,1.121645422516341,0,1
synthetic_0041,41,60.0,0.9344262295081968,0.03333333333333333,0.06557377049180328,3.558598735751774,0.9344262295081968,3,0,26,1.713549391231922,4.0,0.8333333333333334,1.0,0,0,0,2.681343764179779,1,1
synthetic_0042,42,60.0,0.8770491803278688,0.08333333333333333,0.12295081967213115,3.5671043940349714,0.8770491803278688,2,0,13,6.862330206514436,5.0,0.6666666666666666,0.0,0,0,2,0.0,1,0
synthetic_0043,43,60.0,0.819672131147541,0.016666666666666666,0.18032786885245902,2.49252862121987,0.819672131147541,3,0,26,5.8768009226269236,6.0,0.6666666666666666,1.0,0,2,0,3.3276988675771157,0,0
synthetic_0044,44,60.0,0.819672131147541,0.06666666666666667,0.18032786885245902,3.4596345706173417,0.819672131147541,8,0,26,1.0539676626841938,3.0,1.0,0.5,0,4,0,2.8060684821840383,0,0
synthetic_0045,45,60.0,0.9180327868852459,0.06666666666666667,0.08196721311475409,3.4958785400770904,0.9180327868852459,5,0,26,2.5278859794295805,4.0,0.8333333333333334,0.5,1,0,0,2.826216624428362,0,1
synthetic_0046,46,60.0,0.8661202185792349,0.05,0.13387978142076504,2.3439326019117264,0.8661202185792349,5,0,26,2.029484593942197,7.0,1.0,1.0,1,5,2,1.656104695000849,0,0
synthetic_0047,47,60.0,0.9262295081967213,0.05,0.07377049180327869,1.7135005712384264,0.9262295081967213,2,0,13,1.6733835537145545,8.0,0.8333333333333334,1.0,1,2,0,3.06373113076819,3,0
synthetic_0048,48,60.0,0.9918032786885246,0.08333333333333333,0.00819672131147541,1.0580131336271876,0.9918032786885246,3,0,13,2.0773116577813298,5.0,0.8333333333333334,0.0,1,0,0,0.0,0,0
synthetic_0049,49,60.0,0.9344262295081968,0.016666666666666666,0.06557377049180328,2.5324187125552466,0.9344262295081968,3,0,13,4.873655620012038,6.0,0.8333333333333334,1.0,0,0,0,2.4855878530746445,2,0
synthetic_0050,50,60.0,0.8969555035128806,0.016666666666666666,0.10304449648711944,2.0238437088491503,0.8969555035128806,13,0,26,1.8538222170104284,6.0,0.6666666666666666,0.5,0,5,0,1.4836830820745917,1,0
synthetic_0051,51,60.0,0.8622950819672132,0.016666666666666666,0.1377049180327869,1.6210531426730643,0.8622950819672132,1,0,13,5.129081165397729,3.0,1.0,1.0,0,2,0,4.214262183801459,0,0
synthetic_0052,52,60.0,0.8594847775175644,0.03333333333333333,0.1405152224824356,1.3985905942577566,0.8594847775175644,4,0,26,4.502604805818905,7.0,1.0,1.0,1,2,0,3.579455143276588,0,0
synthetic_0053,53,60.0,0.9180327868852459,0.05,0.08196721311475409,3.6517923705761013,0.9180327868852459,10,0,26,3.8754203310707283,6.0,0.6666666666666666,0.5,0,5,0,3.651599130055928,1,0
synthetic_0054,54,60.0,0.8426229508196721,0.03333333333333333,0.15737704918032788,3.627326746650914,0.8426229508196721,2,0,13,1.5471441311198895,4.0,1.0,1.0,0,2,0,2.5299885740312362,0,0
synthetic_0055,55,60.0,0.8173302107728337,0.03333333333333333,0.18266978922716628,2.852913571111525,0.8173302107728337,11,0,26,6.078526055351514,4.0,0.6666666666666666,1.0,0,4,0,3.694465639716121,0,0
synthetic_0056,56,60.0,0.8754098360655738,0.03333333333333333,0.12459016393442623,2.3684458250725164,0.8754098360655738,4,0,13,5.2440542391814375,5.0,0.8333333333333334,1.0,0,0,0,2.7753230834273097,0,0
synthetic_0057,57,60.0,0.8401639344262295,0.016666666666666666,0.1598360655737705,3.0651536823755934,0.8401639344262295,6,0,13,1.4366382645425624,8.0,0.8333333333333334,1.0,0,3,0,0.74299367630341,0,0
synthetic_0058,58,60.0,0.9480874316939891,0.1,0.05191256830601093,3.132711808088847,0.9480874316939891,7,0,26,5.8559950313373434,6.0,0.5,1.0,0,2,0,2.268504941431525,0,0
synthetic_0059,59,60.0,0.8009367681498829,0.016666666666666666,0.1990632318501171,1.785658250639089,0.8009367681498829,8,0,26,4.292232519232659,6.0,0.6666666666666666,0.5,0,5,0,1.325924153895297,0,0
synthetic_0060,60,60.0,0.9385245901639344,0.0,0.06147540983606557,1.07783372483717,0.9385245901639344,0,0,13,4.974387986586489,4.0,0.8333333333333334,1.0,0,0,2,1.5387024511121794,0,0
synthetic_0061,61,60.0,0.8327868852459016,0.06666666666666667,0.16721311475409836,2.4644378643965195,0.8327868852459016,8,0,13,3.4182034049863788,8.0,1.0,1.0,0,3,2,4.000709321821397,1,0
synthetic_0062,62,60.0,0.898360655737705,0.05,0.10163934426229508,1.0977035816315146,0.898360655737705,1,0,13,2.2153207132184676,3.0,0.8333333333333334,0.0,0,0,0,0.0,0,0
synthetic_0063,63,60.0,0.9180327868852459,0.06666666666666667,0.08196721311475409,2.5128162566745407,0.9180327868852459,10,0,13,2.9882219282884996,2.0,0.6666666666666666,1.0,0,0,0,2.111498218106867,0,0
synthetic_0064,64,60.0,0.8715846994535519,0.0,0.1284153005464481,3.5624975745530847,0.8715846994535519,5,0,26,7.4478221582938104,4.0,0.6666666666666666,1.0,0,6,0,2.694379567821798,1,0
synthetic_0065,65,60.0,0.9426229508196722,0.05,0.05737704918032787,3.815378937051053,0.9426229508196722,4,0,13,4.9050512454616495,3.0,1.0,1.0,1,0,0,2.7743650355088363,1,0
synthetic_0066,66,60.0,0.8969555035128806,0.016666666666666666,0.10304449648711944,2.0384052662766097,0.8969555035128806,13,0,26,3.0903817493461503,5.0,1.0,1.0,1,4,0,2.23541470575309,0,1
synthetic_0067,67,60.0,0.8735362997658079,0.03333333333333333,0.12646370023419204,1.1461260670610653,0.8735362997658079,6,0,26,3.5799801435147636,7.0,1.0,1.0,0,0,0,2.209981577436537,0,0
synthetic_0068,68,60.0,0.8262295081967214,0.06666666666666667,0.1737704918032787,2.289836627821836,0.8262295081967214,5,0,13,5.825037867245381,5.0,0.6666666666666666,1.0,0,3,0,3.9764324977227403,1,0
synthetic_0069,69,60.0,0.7991803278688525,0.03333333333333333,0.20081967213114754,3.122566635176946,0.7991803278688525,4,0,13,6.679496923801199,4.0,0.8333333333333334,1.0,0,0,2,3.555844389477869,0,1
synthetic_0070,70,60.0,0.8743169398907104,0.06666666666666667,0.12568306010928962,2.185916289292669,0.8743169398907104,8,0,26,3.585667893124999,2.0,1.0,0.6666666666666666,1,2,0,4.06024814916919,0,1
synthetic_0071,71,60.0,0.8313817330210773,0.06666666666666667,0.1686182669789227,2.8092297842529907,0.8313817330210773,4,0,26,7.8764200370253405,2.0,1.0,0.5,0,0,0,1.4908778963794802,1,0
synthetic_0072,72,60.0,0.8079625292740047,0.05,0.1920374707259953,1.0914604829348422,0.8079625292740047,11,0,26,4.553716632342134,8.0,0.6666666666666666,1.0,0,2,0,2.7261675793807463,1,0
synthetic_0073,73,60.0,0.7283372365339579,0.1,0.2716627634660422,1.825540389344857,0.7283372365339579,4,0,26,4.971033243037489,5.0,1.0,1.0,0,0,0,2.1191954090960508,0,0
synthetic_0074,74,60.0,0.8975409836065574,0.0,0.10245901639344263,3.7896519165737197,0.8975409836065574,7,0,13,2.3366098729608282,7.0,1.0,0.0,1,2,0,0.0,0,0
synthetic_0075,75,60.0,0.855191256830601,0.016666666666666666,0.1448087431693989,2.2161088579834076,0.855191256830601,10,0,26,4.465288056744193,7.0,0.8333333333333334,1.0,0,2,0,1.3763252969032145,0,0
synthetic_0076,76,60.0,0.9726775956284153,0.05,0.0273224043715847,3.2659315937237228,0.9726775956284153,5,0,26,2.264676008095627,5.0,0.6666666666666666,1.0,0,0,2,2.5299843024615747,0,0
synthetic_0077,77,60.0,0.9262295081967213,0.05,0.07377049180327869,0.9483006513882923,0.9262295081967213,9,0,13,5.436000875141744,2.0,0.6666666666666666,1.0,0,2,0,1.864569668805757,0,0
synthetic_0078,78,60.0,0.8743169398907104,0.03333333333333333,0.12568306010928962,2.105368747867543,0.8743169398907104,3,0,26,1.292599505884695,2.0,0.8333333333333334,0.5,0,4,0,3.350300603322914,2,0
synthetic_0079,79,60.0,0.9426229508196722,0.08333333333333333,0.05737704918032787,3.525847668281995,0.9426229508196722,11,0,13,6.623285312093454,3.0,0.6666666666666666,0.0,0,0,0,0.0,1,0
synthetic_0080,80,60.0,0.8501170960187353,0.016666666666666666,0.14988290398126464,2.930856200037193,0.8501170960187353,5,0,26,2.1584698324880485,5.0,0.8333333333333334,1.0,0,0,2,1.8461356670585936,1,0
synthetic_0081,81,60.0,0.8278688524590164,0.03333333333333333,0.1721311475409836,1.1914275125452936,0.8278688524590164,7,0,13,2.9966243642991373,5.0,0.8333333333333334,0.0,1,0,2,0.0,0,0
synthetic_0082,82,60.0,0.8770491803278688,0.08333333333333333,0.12295081967213115,2.5397634233394157,0.8770491803278688,6,0,26,7.469160376293516,5.0,0.6666666666666666,0.5,0,2,0,3.026407430741884,0,0
synthetic_0083,83,60.0,0.9016393442622951,0.03333333333333333,0.09836065573770492,1.498182487950615,0.9016393442622951,4,0,26,5.46819455793532,5.0,0.8333333333333334,1.0,1,2,0,2.962873298802114,0,0
synthetic_0084,84,60.0,0.8114754098360656,0.1,0.1885245901639344,3.365457309772789,0.8114754098360656,11,0,26,7.335670416737056,8.0,1.0,1.0,0,3,0,3.324272419273699,1,0
synthetic_0085,85,60.0,0.9016393442622951,0.06666666666666667,0.09836065573770492,1.9147031286452396,0.9016393442622951,13,0,26,4.930146139406812,2.0,1.0,1.0,1,3,0,3.7383366948089964,1,0
synthetic_0086,86,60.0,0.7611241217798594,0.03333333333333333,0.2388758782201405,0.9961038428027232,0.7611241217798594,6,0,26,3.293008553122334,3.0,0.5,1.0,0,2,0,2.5016315905301063,0,0
synthetic_0087,87,60.0,0.7459016393442623,0.1,0.2540983606557377,3.1958748227550235,0.7459016393442623,5,0,26,7.1693935706688805,6.0,0.8333333333333334,1.0,0,0,0,2.362126237773392,0,0
synthetic_0088,88,60.0,0.8879781420765027,0.08333333333333333,0.11202185792349727,3.042205954921129,0.8879781420765027,5,0,26,2.9924575559564666,4.0,0.8333333333333334,0.3333333333333333,1,2,0,4.273603758420272,0,0
synthetic_0089,89,60.0,0.7962529274004684,0.06666666666666667,0.20374707259953162,1.729844583825045,0.7962529274004684,3,0,26,5.82697901030966,3.0,0.6666666666666666,0.5,0,0,0,3.4254551001191302,1,0
synthetic_0090,90,60.0,0.9016393442622951,0.05,0.09836065573770492,2.173967516467901,0.9016393442622951,12,0,26,2.2763222157688467,5.0,0.5,1.0,0,2,0,2.6646890649539614,1,0
synthetic_0091,91,60.0,0.8224043715846995,0.03333333333333333,0.17759562841530055,2.4458526786487416,0.8224043715846995,5,0,26,7.952530522820792,2.0,0.8333333333333334,1.0,0,0,0,2.8438651893464915,0,0
synthetic_0092,92,60.0,0.839344262295082,0.05,0.16065573770491803,3.249900189569345,0.839344262295082,0,0,13,1.4443806303555498,7.0,0.8333333333333334,1.0,1,2,0,1.1133595609555371,0,0
synthetic_0093,93,60.0,0.810304449648712,0.0,0.18969555035128804,2.845086433890404,0.810304449648712,4,0,26,2.98454572139633,8.0,0.8333333333333334,0.5,0,0,0,3.1712053364639345,0,0
synthetic_0094,94,60.0,0.8114754098360656,0.06666666666666667,0.1885245901639344,3.1487395552291155,0.8114754098360656,5,0,13,6.1650808936291845,8.0,1.0,1.0,0,2,0,2.2901788587967005,0,0
synthetic_0095,95,60.0,0.8,0.08333333333333333,0.2,3.578763223163001,0.8,1,0,13,4.671387823929532,4.0,1.0,1.0,0,0,0,3.702741204485747,0,0
synthetic_0096,96,60.0,0.7728337236533958,0.016666666666666666,0.22716627634660422,1.8841534065547674,0.7728337236533958,10,0,26,4.326544463643934,3.0,0.8333333333333334,1.0,0,5,0,2.6299790585376766,0,1
synthetic_0097,97,60.0,0.819672131147541,0.08333333333333333,0.18032786885245902,1.9615651680270985,0.819672131147541,6,0,13,4.332844931989332,7.0,0.8333333333333334,1.0,1,0,0,2.749502875987069,1,1
synthetic_0098,98,60.0,0.8426229508196721,0.016666666666666666,0.15737704918032788,3.6696876787729256,0.8426229508196721,3,0,13,3.4126623201967874,7.0,0.8333333333333334,1.0,0,0,2,2.4542561525755744,0,0
synthetic_0099,99,60.0,0.8337236533957846,0.03333333333333333,0.16627634660421545,2.0996092291091824,0.8337236533957846,0,0,26,1.844267810690038,5.0,0.8333333333333334,1.0,0,0,0,2.1966336170616856,0,1
