kind,path,status,logical_bytes,reference_file_count,suggested_keep
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_target_track_gnn/tests/__pycache__,review_required,101928,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_online_benchmark/__pycache__,regenerable_cache,1121351,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_online_benchmark/tests/__pycache__,review_required,717622,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_100target_gnn/.pytest_cache,regenerable_cache,4487,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_100target_gnn/__pycache__,regenerable_cache,415839,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_100target_gnn/tests/__pycache__,review_required,271613,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_100target_guide_case/__pycache__,regenerable_cache,178527,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_100target_guide_case/tests/__pycache__,review_required,45793,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_100target_lightweight/.pytest_cache,regenerable_cache,5445,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_100target_lightweight/__pycache__,review_required,269471,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_100target_lightweight/tests/__pycache__,review_required,302716,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_40target/.pytest_cache,regenerable_cache,5614,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_40target/__pycache__,regenerable_cache,580691,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_40target/tests/__pycache__,review_required,275689,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/__pycache__,regenerable_cache,208804,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/exp_crossview/__pycache__,regenerable_cache,275345,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/exp_crossview/tests/__pycache__,review_required,204723,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/common/__pycache__,regenerable_cache,27785,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/tests/__pycache__,review_required,96098,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/exp_center_handover/__pycache__,regenerable_cache,322583,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/exp_center_handover/tests/__pycache__,review_required,220457,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/exp_search/__pycache__,regenerable_cache,196872,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/exp_search/tests/__pycache__,review_required,103003,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_track_superglue/__pycache__,regenerable_cache,140834,,
cache,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_track_superglue/tests/__pycache__,review_required,140127,,
cache,/home/linux/Documents/MSM/research_modules/d7_proportional_guidance/scripts/__pycache__,regenerable_cache,6815,,
cache,/home/linux/Documents/MSM/research_modules/d7_proportional_guidance/png_guidance_delivery/examples/__pycache__,regenerable_cache,515580,,
cache,/home/linux/Documents/MSM/research_modules/d7_proportional_guidance/png_guidance_delivery/tools/__pycache__,regenerable_cache,27042,,
cache,/home/linux/Documents/MSM/research_modules/d7_proportional_guidance/png_guidance_delivery/vision_guidance/__pycache__,regenerable_cache,192105,,
cache,/home/linux/Documents/MSM/research_modules/d7_proportional_guidance/tests/__pycache__,review_required,1153921,,
cache,/home/linux/Documents/MSM/research_modules/d7_proportional_guidance/d7_proportional_guidance/__pycache__,regenerable_cache,725616,,
cache,/home/linux/Documents/MSM/research_modules/airsim_dryrun/__pycache__,regenerable_cache,33331,,
cache,/home/linux/Documents/MSM/research_modules/airsim_dryrun/tests/__pycache__,review_required,21945,,
cache,/home/linux/Documents/MSM/research_modules/d5_terminal_association/.pytest_cache,regenerable_cache,3723,,
cache,/home/linux/Documents/MSM/research_modules/d5_terminal_association/scripts/__pycache__,regenerable_cache,143119,,
cache,/home/linux/Documents/MSM/research_modules/d5_terminal_association/src/d5_terminal_association/__pycache__,regenerable_cache,3510400,,
cache,/home/linux/Documents/MSM/research_modules/d5_terminal_association/tests/__pycache__,review_required,4209347,,
cache,/home/linux/Documents/MSM/research_modules/d5_terminal_association/simulations/__pycache__,regenerable_cache,29332,,
cache,/home/linux/Documents/MSM/research_modules/d3_assignment_planner/.pytest_cache,regenerable_cache,129829,,
cache,/home/linux/Documents/MSM/research_modules/d3_assignment_planner/scripts/__pycache__,regenerable_cache,431,,
cache,/home/linux/Documents/MSM/research_modules/d3_assignment_planner/src/d3_assignment_planner/__pycache__,regenerable_cache,2772151,,
cache,/home/linux/Documents/MSM/research_modules/d3_assignment_planner/tests/__pycache__,review_required,4015284,,
cache,/home/linux/Documents/MSM/research_modules/d3_assignment_planner/simulations/__pycache__,regenerable_cache,134150,,
cache,/home/linux/Documents/MSM/research_modules/airsim_runtime/__pycache__,regenerable_cache,1379331,,
cache,/home/linux/Documents/MSM/research_modules/airsim_runtime/tests/__pycache__,review_required,1305827,,
cache,/home/linux/Documents/MSM/research_modules/d4_distributed_fallback/scripts/__pycache__,regenerable_cache,51129,,
cache,/home/linux/Documents/MSM/research_modules/d4_distributed_fallback/tests/__pycache__,review_required,4464051,,
cache,/home/linux/Documents/MSM/research_modules/d4_distributed_fallback/d4_distributed_fallback/__pycache__,regenerable_cache,3446004,,
cache,/home/linux/Documents/MSM/presentations/__pycache__,regenerable_cache,82998,,
cache,/home/linux/Documents/MSM/paper/__pycache__,regenerable_cache,16478,,
cache,/home/linux/Documents/MSM/paper/other-paper/__pycache__,regenerable_cache,10197,,
cache,/home/linux/Documents/MSM/paper/other-paper/中文详解/__pycache__,regenerable_cache,12496,,
cache,/home/linux/Documents/MSM/paper/Fastlab_world_fly/.pytest_cache,regenerable_cache,16760,,
cache,/home/linux/Documents/MSM/paper/Fastlab_world_fly/scripts/__pycache__,regenerable_cache,148883,,
cache,/home/linux/Documents/MSM/paper/Fastlab_world_fly/tests/__pycache__,review_required,318033,,
cache,/home/linux/Documents/MSM/paper/tools/__pycache__,regenerable_cache,202444,,
cache,/home/linux/Documents/MSM/paper/YOPO/YOPO/__pycache__,regenerable_cache,36439,,
cache,/home/linux/Documents/MSM/paper/YOPO/YOPO/policy/__pycache__,regenerable_cache,21608,,
cache,/home/linux/Documents/MSM-d5-training-clean/.pytest_cache,regenerable_cache,89787,,
cache,/home/linux/Documents/MSM-d5-training-clean/research_modules/__pycache__,regenerable_cache,20586,,
cache,/home/linux/Documents/MSM-d5-training-clean/research_modules/scalable_3d_simulation/__pycache__,regenerable_cache,927077,,
cache,/home/linux/Documents/MSM-d5-training-clean/research_modules/d2_data_association/d2_data_association/__pycache__,regenerable_cache,1101459,,
cache,/home/linux/Documents/MSM-d5-training-clean/research_modules/d1_sensor_fusion/src/d1_sensor_fusion/__pycache__,regenerable_cache,1483712,,
cache,/home/linux/Documents/MSM-d5-training-clean/research_modules/d6_evaluation_metrics/d6_evaluation_metrics/__pycache__,regenerable_cache,3858863,,
cache,/home/linux/Documents/MSM-d5-training-clean/research_modules/d7_proportional_guidance/d7_proportional_guidance/__pycache__,regenerable_cache,704936,,
cache,/home/linux/Documents/MSM-d5-training-clean/research_modules/d5_terminal_association/scripts/__pycache__,regenerable_cache,127803,,
cache,/home/linux/Documents/MSM-d5-training-clean/research_modules/d5_terminal_association/src/d5_terminal_association/__pycache__,regenerable_cache,2525201,,
cache,/home/linux/Documents/MSM-d5-training-clean/research_modules/d5_terminal_association/tests/__pycache__,review_required,2267354,,
cache,/home/linux/Documents/MSM-d5-training-clean/research_modules/d3_assignment_planner/src/d3_assignment_planner/__pycache__,regenerable_cache,1610018,,
cache,/home/linux/Documents/MSM-d5-training-clean/research_modules/d4_distributed_fallback/d4_distributed_fallback/__pycache__,regenerable_cache,1412052,,
archive,/home/linux/Documents/MSM/C_UAS_RESEARCH_MODULES_DELIVERABLE_20260701.zip,keep_tracked_archive,12175969,2,
archive,"/home/linux/Documents/MSM/deliverables/图片素材/ChatGPT Image Sep 7, 2026, 06_.zip",all_payloads_present_optional_archive_cleanup,6808381,0,
archive,/home/linux/Documents/MSM/paper/Fastlab_world_fly/Fastlab.zip,all_payloads_present_optional_archive_cleanup,31267189,0,
archive,/home/linux/Documents/MSM/paper/YOPO/YOPO.zip,all_payloads_present_optional_archive_cleanup,84035597,0,
archive,/home/linux/Documents/MSM/paper/ego-planner/ego-planner.zip,review_required,17885783,0,
archive,/home/linux/Documents/MSM/paper/ego-planner/modified_realsense2_camera.zip,keep_tracked_archive,48931,2,
archive,/home/linux/Documents/MSM/paper/ego-planner-swarm/.vscode.zip,keep_tracked_archive,1507,0,
archive,/home/linux/Documents/MSM/paper/ego-planner-swarm/EGO-planner-swarm.zip,review_required,25350315,0,
archive,/home/linux/Documents/MSM/paper/ego-planner-swarm/src/uav_simulator/Utils/multi_map_server.zip,keep_tracked_archive,25200,0,
archive,/home/linux/Documents/MSM/paper/other-paper/archives/bulk-download(1).zip,all_payloads_present_optional_archive_cleanup,60244384,1,
archive,/home/linux/Documents/MSM/paper/other-paper/archives/bulk-download(2).zip,all_payloads_present_optional_archive_cleanup,67717053,1,
archive,/home/linux/Documents/MSM/paper/other-paper/archives/bulk-download(3).zip,all_payloads_present_optional_archive_cleanup,28123395,1,
archive,/home/linux/Documents/MSM/paper/other-paper/archives/bulk-download.zip,all_payloads_present_optional_archive_cleanup,55671294,1,
archive,/home/linux/Documents/MSM/paper/other-paper/中文详解/PDF.zip,review_required,14708277,0,
archive,/home/linux/Documents/MSM/paper/papers/paper.zip,all_payloads_present_optional_archive_cleanup,288413098,0,
archive,/home/linux/Documents/MSM/paper/papers/中文详解/PDF.zip,all_payloads_present_optional_archive_cleanup,19683115,0,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/d1_structured_jacobian_multiseed_20260724_formal_9d1f54f,retain_pending_dependency_and_backup_review,4489020295,0,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/d1_opaque_source_identity_cache_multiseed_20260725_formal_d8fc76c,retain_pending_dependency_and_backup_review,4475773791,22,
experiment_directory,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_online_benchmark/outputs/scale_funnel_v5_phase180_targettrack,retain_pending_dependency_and_backup_review,3500594980,5,
experiment_directory,/home/linux/Documents/MSM/research_modules/independent_experiments/center_terminal_cv_campaign/outputs/airsim_m50_n40_scale_v2_20260816,retain_pending_dependency_and_backup_review,2578186307,22,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/learning_generation_v1_multibatchfix,retain_pending_dependency_and_backup_review,2255581559,41,
experiment_directory,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_online_benchmark/outputs/scale_funnel_v3,retain_pending_dependency_and_backup_review,2239996504,19,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/d1_global_track_materialization_ab_dev_hash0_4166fe8,retain_pending_dependency_and_backup_review,2106681390,0,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/d1_global_track_materialization_ab_dev_4166fe8,retain_pending_dependency_and_backup_review,2106680309,0,
experiment_directory,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_online_benchmark/outputs/formal_v2_24_6_20,retain_pending_dependency_and_backup_review,2089315382,20,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/scalable_3d_long_duration_candidate_20260722_clean_f80b5bd,retain_pending_dependency_and_backup_review,1618543315,12,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/scalable_3d_long_duration_candidate_20260722_clean_8f86192,retain_pending_dependency_and_backup_review,1612991532,23,
experiment_directory,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_online_benchmark/outputs/s180_1s_sector_v1,retain_pending_dependency_and_backup_review,1325982862,14,
experiment_directory,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_online_benchmark/outputs/formal_24_6_20,retain_pending_dependency_and_backup_review,1306503558,14,
experiment_directory,/home/linux/Documents/MSM/research_modules/d5_terminal_association/outputs/active_vision_bc_formal_20260720,retain_pending_dependency_and_backup_review,1196499049,10,
experiment_directory,/home/linux/Documents/MSM/research_modules/airsim_runtime/outputs/p1_identity_strict_4m_2m_20260713,retain_pending_dependency_and_backup_review,1080988490,4,
experiment_directory,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_100target_gnn/outputs/raw_airsim_expanded_20260901_20260920,retain_pending_dependency_and_backup_review,1037096952,6,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/scalable_3d_rule_performance_calibration_20260722_clean_3310165,retain_pending_dependency_and_backup_review,998695541,4,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/scalable_3d_rule_performance_calibration_20260722_clean_492979e,retain_pending_dependency_and_backup_review,998108861,12,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/scalable_3d_long_duration_calibration_20260722_clean_c0460e0,retain_pending_dependency_and_backup_review,813979065,10,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/200v200_learning_gnn_report_seed1000_20260728,retain_pending_dependency_and_backup_review,764893347,7,
experiment_directory,/home/linux/Documents/MSM/research_modules/airsim_runtime/outputs/p1_p2_validation_20260711,retain_pending_dependency_and_backup_review,699746234,28,
experiment_directory,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_100target_gnn/outputs/raw_airsim,retain_pending_dependency_and_backup_review,615833703,5,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/learning_generation_v1_oosmfix,retain_pending_dependency_and_backup_review,487008221,10,
experiment_directory,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_online_benchmark/outputs/scale_funnel_v4,retain_pending_dependency_and_backup_review,459891143,17,
experiment_directory,/home/linux/Documents/MSM/research_modules/airsim_runtime/outputs/d5_cv_5v5_multicamera_formal_20260716,retain_pending_dependency_and_backup_review,420193911,8,
experiment_directory,/home/linux/Documents/MSM/research_modules/airsim_runtime/outputs/d5_cv_long_range_20target_visual_evidence_20260810,retain_pending_dependency_and_backup_review,398290332,10,
experiment_directory,/home/linux/Documents/MSM/research_modules/airsim_runtime/outputs/d5_cv_long_range_20target_scale2_visual_diagnostic_20260810,retain_pending_dependency_and_backup_review,396707817,5,
experiment_directory,/home/linux/Documents/MSM/research_modules/airsim_runtime/outputs/d5_cv_5v5_multicamera_formal_fast_20260716,retain_pending_dependency_and_backup_review,336046707,0,
experiment_directory,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v2,retain_pending_dependency_and_backup_review,269939431,9,
experiment_directory,/home/linux/Documents/MSM/research_modules/independent_experiments/dual_optical_online_benchmark/outputs/report_replay_20260819_v1,retain_pending_dependency_and_backup_review,268236644,0,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/point_mass_integrated_observation_smoke_20260722_development,retain_pending_dependency_and_backup_review,212650229,0,
experiment_directory,/home/linux/Documents/MSM/research_modules/airsim_runtime/outputs/d5_cv_5v5_multicamera_preflight_20260716,retain_pending_dependency_and_backup_review,206274833,0,
experiment_directory,/home/linux/Documents/MSM/research_modules/d5_terminal_association/outputs/a3_v2_active_vision_bc_development_20260801_d7bf890,retain_pending_dependency_and_backup_review,167975523,4,
experiment_directory,/home/linux/Documents/MSM/research_modules/airsim_runtime/outputs/p1_terminal_closure_truthisolated_preflight_v2_20260714_m5n2_baseline_seed001,retain_pending_dependency_and_backup_review,138445597,9,
experiment_directory,/home/linux/Documents/MSM/research_modules/airsim_runtime/outputs/d5_cv_5v5_multicamera_preflight_alt50_20260716,retain_pending_dependency_and_backup_review,137218475,0,
experiment_directory,/home/linux/Documents/MSM/research_modules/airsim_runtime/outputs/p1_terminal_closure_truthisolated_preflight_v2_20260714_m5n2_candidate_soft_prediction_trend_coast_seed001,retain_pending_dependency_and_backup_review,137080602,1,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/point_mass_integrated_observation_smoke_20260722_development_optimized,retain_pending_dependency_and_backup_review,117434585,0,
experiment_directory,/home/linux/Documents/MSM/research_modules/scalable_3d_simulation/outputs/point_mass_integrated_observation_smoke_20260722_development_coalesced,retain_pending_dependency_and_backup_review,110344431,18,
